,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks,EDA_Raw,EDA_Clean,EDA_Phasic,EDA_Tonic,SCR_Onsets,SCR_Peaks,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,Index,Condition
0,10.29031,9.609802644902373,93.31826632158351,0,0.4771477966705795,0.4765896013143673,0.058432275971878306,0.41806600495907736,0,0,0,0,0,1463,pozitivni
1,5.416229,4.334269349481541,93.4876650755707,0,0.4773860074142573,0.4769179378587452,0.05878806220925428,0.41803744921656355,0,1,0,0,0,1464,pozitivni
2,0.3432922,0.0,93.65853658536585,0,0.477079500701893,0.47674300060837804,0.058640675277616995,0.4180087873782377,0,0,0,0,0,1465,pozitivni
3,-4.606079,0.0,93.83003385761477,0,0.47628338774220624,0.47608648567820505,0.05801181140189941,0.4179800193228769,0,0,0,0,0,1466,pozitivni
4,-9.246796,0.0,94.00129741374033,0,0.4750527797439167,0.47498161694221536,0.056934694532176394,0.41795114496322017,0,0,0,0,0,1467,pozitivni
5,-13.73785,0.0,94.17145519728643,0,0.47344278791574446,0.4734717328071797,0.05545266311775214,0.4179221642456141,0,0,0,0,0,1468,pozitivni
6,-18.41495,0.0,94.33962264150944,0,0.4715085234664091,0.47160853565365984,0.05361741954878247,0.41789307714940027,0,0,0,0,0,1469,pozitivni
7,-23.69403,0.0,94.50490290328783,0,0.4693050976046296,0.4694500945419261,0.051487032863037616,0.4178638836860705,0,0,0,0,0,1470,pozitivni
8,-29.75824,0.0,94.66638726934312,0,0.46688762153912683,0.4670586974015967,0.04912379093659066,0.4178345838982187,0,0,0,0,0,1471,pozitivni
9,-36.35922,0.0,94.82315574055126,0,0.4643112064786199,0.46449864878683966,0.046591998240238144,0.4178051778583225,0,0,0,0,0,1472,pozitivni
10,-42.68774,0.0,94.97427779976256,0,0.4616309636318281,0.4618341047478431,0.04395581071232398,0.4177756656673906,0,0,0,0,0,1473,pozitivni
11,-47.45096,0.0,95.11881336803272,0,0.4589020042074721,0.4591270287572149,0.041277191686590636,0.4177460474535121,0,0,0,0,0,1474,pozitivni
12,-49.2034,0.0,95.25581395348837,0,0.4561794394142712,0.45643534294970084,0.03861406313340969,0.4177163233703443,0,0,0,0,0,1475,pozitivni
13,-46.76364,0.0,95.38432399620572,0,0.45351838046094434,0.45381133777416655,0.036018715313302516,0.41768649359557475,0,0,0,0,0,1476,pozitivni
14,-39.67145,0.0,95.50338241146041,0,0.45097393855621254,0.4513003906854604,0.033536525470334144,0.417656558329391,0,0,0,0,0,1477,pozitivni
15,-28.29382,0.0,95.61202433251323,0,0.44860122490879484,0.448940030586172,0.03120502227536545,0.4176265177929877,0,0,0,0,0,1478,pozitivni
16,-13.84525,0.0,95.70928305272734,0,0.4464544012257609,0.4467593691554433,0.029053317156294806,0.4175963722271367,0,0,0,0,0,1479,pozitivni
17,1.908234,0.0,95.79419216526993,0,0.44455626049301905,0.44477890300087364,0.027101906451308024,0.4175661218908426,0,0,0,0,0,1480,pozitivni
18,17.0368,0.17931915130988166,95.86578789694428,0,0.4428917914641322,0.44301067232368657,0.0253628300752888,0.4175357670601001,0,0,0,0,1,1481,pozitivni
19,29.87573,11.760445537812853,95.9231116308334,0,0.44144373222208794,0.44145874379628147,0.023840154398499604,0.4175053080267654,0,0,0,0,0,1482,pozitivni
20,39.35278,20.156906554225483,95.96521261042872,0,0.44019482084987277,0.4401199694342974,0.02253073111965425,0.417474745097548,0,0,0,0,0,1483,pozitivni
21,45.11166,24.952805298600964,95.99115081578418,0,0.4391277954304745,0.4389849611990216,0.02142517186921126,0.4174440785931268,0,0,0,0,0,1484,pozitivni
22,47.49857,26.316782740360587,96.0,1,0.43822539404688,0.4380392140849341,0.020508971297681533,0.41741330884738775,0,0,0,0,0,1485,pozitivni
23,47.21219,24.80607345700566,95.9736789617485,0,0.4374703547820761,0.43726430884519973,0.019763709801766047,0.41738243620677823,0,0,0,0,0,1486,pozitivni
24,45.01569,21.126773391710564,95.89582438710825,0,0.4368454157190504,0.4366391288014878,0.019168270334713335,0.4173514610297707,0,0,0,0,0,1487,pozitivni
25,41.52423,15.942185540599125,95.7682157661983,0,0.43633331494078964,0.4361410323653533,0.018700010928138937,0.41732038368642477,0,0,0,0,0,1488,pozitivni
26,37.11395,9.783785277927459,95.59277361095991,0,0.4359167905302811,0.4357469327226577,0.018335844376798936,0.4172892045580354,0,0,0,0,0,1489,pozitivni
27,32.03027,3.06376269755756,95.37154097064287,0,0.43557858057051185,0.4354342473539964,0.01805318775929567,0.41725792403685547,0,0,0,0,0,1490,pozitivni
28,26.54803,0.0,95.10666482662823,0,0.435301423144469,0.43518169159871545,0.017830756002312424,0.417226542525878,0,0,0,0,0,1491,pozitivni
29,21.09943,0.0,94.80037762280354,0,0.4350680563351397,0.4349699014926116,0.017649184718483882,0.417195060438667,0,0,0,0,0,1492,pozitivni
30,16.18222,0.0,94.45497916540855,0,0.434861218225511,0.43478188108772536,0.017491477526323622,0.41716347819922345,0,0,0,0,0,1493,pozitivni
31,12.28021,0.0,94.07281910077411,0,0.43466364689857007,0.4346032781366609,0.017343281734654978,0.4171317962418754,0,0,0,0,0,1494,pozitivni
32,9.63855,0.0,93.65628015171025,0,0.43445821889995623,0.4344224993376789,0.01719300358779902,0.4171000150111832,0,0,0,0,0,1495,pozitivni
33,8.238953,0.0,93.20776226443677,0,0.4342348546473509,0.4342306823356377,0.017031780266605304,0.4170681349618508,0,0,0,0,0,1496,pozitivni
