,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_ApEn,HRV_SampEn,type,Condition
0,,,,0.13915828947317269,0.02281306406529727,,,0.8591537110302723,-1.9721432205735046,271.855062276429,788.3522727272727,204.6206444545348,272.9916560238099,0.2595548354882748,0.344839574491182,750.0,69.496875,0.09266250000000001,78.125,36.36363636363637,62.727272727272734,1296.875,4.583333333333333,193.0342511817814,203.8560489174579,0.9469145125045649,123625.44004975352,1.0560615417700436,5.7990779604585505,861.13813327568,0.6090909090909091,0.594059405940594,0.8,0.14814814814814814,47.148676171079416,47.81248830661966,46.84316270766317,46.53465346534654,0.4736634743605285,0.5263365256394714,132.91033297561862,140.10561879668774,0.4753075128848552,0.5246924871151449,140.543557393576,147.66447492675957,0.4745299299712193,0.5254700700287807,136.7802034954825,143.93467541527022,0.5542850308758314,0.6327563219424553,stimul,nuda
0,,,,,,,,,,558.6893493369101,768.75,358.59289896413173,604.4135630578894,0.4664623075956185,0.726750373121184,656.25,509.64374999999995,0.7766,484.375,60.0,80.0,859.375,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base,nuda
