timestamp,value,norm_ts
1617796360.87563,33.67,2.6936697959899902
1617796361.12564,33.67,2.9436798095703125
1617796361.37565,33.67,3.1936898231506348
1617796361.62566,33.67,3.443699836730957
1617796361.87567,33.69,3.6937098503112793
1617796362.12568,33.69,3.9437198638916016
1617796362.3757,33.69,4.193739891052246
1617796362.62571,33.69,4.443749904632568
1617796362.87572,33.67,4.693759918212891
1617796363.12573,33.67,4.943769931793213
1617796363.37574,33.67,5.193779945373535
1617796363.62575,33.67,5.443789958953857
1617796363.87577,33.65,5.693809986114502
1617796364.12578,33.65,5.943819999694824
1617796364.37579,33.65,6.1938300132751465
1617796364.6258,33.65,6.44383978843689
1617796364.87581,33.69,6.693849802017212
1617796365.12582,33.69,6.943859815597534
1617796365.37583,33.69,7.1938698291778564
1617796365.62585,33.69,7.443889856338501
1617796365.87586,33.69,7.693899869918823
1617796366.12587,33.69,7.9439098834991455
1617796366.37588,33.69,8.193919897079468
1617796366.62589,33.69,8.44392991065979
1617796366.8759,33.69,8.693939924240112
1617796367.12592,33.69,8.943959951400757
1617796367.37593,33.69,9.193969964981079
1617796367.62594,33.69,9.443979978561401
1617796367.87595,33.69,9.693989992141724
1617796368.12596,33.69,9.944000005722046
1617796368.37597,33.69,10.194009780883789
1617796368.62598,33.69,10.444019794464111
1617796368.876,33.67,10.694039821624756
1617796369.12601,33.67,10.944049835205078
1617796369.37602,33.67,11.1940598487854
1617796369.62603,33.67,11.444069862365723
1617796369.87604,33.67,11.694079875946045
1617796370.12605,33.67,11.944089889526367
1617796370.37607,33.67,12.194109916687012
1617796370.62608,33.67,12.444119930267334
1617796370.87609,33.67,12.694129943847656
1617796371.1261,33.67,12.944139957427979
1617796371.37611,33.67,13.1941499710083
1617796371.62612,33.67,13.444159984588623
1617796371.87614,33.69,13.694180011749268
1617796372.12615,33.69,13.94418978691101
1617796372.37616,33.69,14.194199800491333
1617796372.62617,33.69,14.444209814071655
1617796372.87618,33.67,14.694219827651978
1617796373.12619,33.67,14.9442298412323
1617796373.3762,33.67,15.194239854812622
1617796373.62622,33.67,15.444259881973267
1617796373.87623,33.67,15.694269895553589
1617796374.12624,33.67,15.944279909133911
1617796374.37625,33.67,16.194289922714233
1617796374.62626,33.67,16.444299936294556
1617796374.87627,33.67,16.694309949874878
1617796375.12629,33.67,16.944329977035522
1617796375.3763,33.67,17.194339990615845
1617796375.62631,33.67,17.444350004196167
1617796375.87632,33.69,17.69435977935791
1617796376.12633,33.69,17.944369792938232
1617796376.37634,33.69,18.194379806518555
1617796376.62636,33.69,18.4443998336792
1617796376.87637,33.69,18.69440984725952
1617796377.12638,33.69,18.944419860839844
1617796377.37639,33.69,19.194429874420166
1617796377.6264,33.69,19.44443988800049
1617796377.87641,33.65,19.69444990158081
1617796378.12642,33.65,19.944459915161133
1617796378.37644,33.65,20.194479942321777
1617796378.62645,33.65,20.4444899559021
1617796378.87646,33.69,20.694499969482422
1617796379.12647,33.69,20.944509983062744
1617796379.37648,33.69,21.194519996643066
1617796379.62649,33.69,21.44453001022339
1617796379.87651,33.69,21.694549798965454
1617796380.12652,33.69,21.944559812545776
1617796380.37653,33.69,22.1945698261261
1617796380.62654,33.69,22.44457983970642
1617796380.87655,33.69,22.694589853286743
1617796381.12656,33.69,22.944599866867065
1617796381.37658,33.69,23.19461989402771
1617796381.62659,33.69,23.444629907608032
1617796381.8766,33.67,23.694639921188354
1617796382.12661,33.67,23.944649934768677
1617796382.37662,33.67,24.194659948349
1617796382.62663,33.67,24.44466996192932
1617796382.87664,33.67,24.694679975509644
1617796383.12666,33.67,24.944700002670288
1617796383.37667,33.67,25.19470977783203
1617796383.62668,33.67,25.444719791412354
1617796383.87669,33.69,25.694729804992676
1617796384.1267,33.69,25.944739818572998
1617796384.37671,33.69,26.19474983215332
1617796384.62673,33.69,26.444769859313965
1617796384.87674,33.69,26.694779872894287
1617796385.12675,33.69,26.94478988647461
1617796385.37676,33.69,27.19479990005493
1617796385.62677,33.69,27.444809913635254
1617796385.87678,33.67,27.694819927215576
1617796386.1268,33.67,27.94483995437622
1617796386.37681,33.67,28.194849967956543
1617796386.62682,33.67,28.444859981536865
1617796386.87683,33.67,28.694869995117188
1617796387.12684,33.67,28.94488000869751
1617796387.37685,33.67,29.194889783859253
1617796387.62686,33.67,29.444899797439575
1617796387.87688,33.67,29.69491982460022
1617796388.12689,33.67,29.944929838180542
1617796388.3769,33.67,30.194939851760864
1617796388.62691,33.67,30.444949865341187
1617796388.87692,33.69,30.69495987892151
1617796389.12693,33.69,30.94496989250183
1617796389.37695,33.69,31.194989919662476
1617796389.62696,33.69,31.444999933242798
1617796389.87697,33.67,31.69500994682312
1617796390.12698,33.67,31.945019960403442
1617796390.37699,33.67,32.195029973983765
1617796390.627,33.67,32.44503998756409
1617796390.87702,33.67,32.69505977630615
1617796391.12703,33.67,32.945069789886475
1617796391.37704,33.67,33.1950798034668
1617796391.62705,33.67,33.44508981704712
1617796391.87706,33.69,33.69509983062744
1617796392.12707,33.69,33.945109844207764
1617796392.37708,33.69,34.195119857788086
1617796392.6271,33.69,34.44513988494873
1617796392.87711,33.71,34.69514989852905
1617796393.12712,33.71,34.945159912109375
1617796393.37713,33.71,35.1951699256897
1617796393.62714,33.71,35.44517993927002
1617796393.87715,33.69,35.69518995285034
1617796394.12717,33.69,35.945209980010986
1617796394.37718,33.69,36.19521999359131
1617796394.62719,33.69,36.44523000717163
1617796394.8772,33.69,36.695239782333374
1617796395.12721,33.69,36.945249795913696
1617796395.37722,33.69,37.19525980949402
