,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks,EDA_Raw,EDA_Clean,EDA_Phasic,EDA_Tonic,SCR_Onsets,SCR_Peaks,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,Index,Condition
0,-10.30038,0.0,39.51219512195123,0,0.33250281334139037,0.3327476561519604,0.02964118187458477,0.3031064722150796,0,0,0,0,0,1133,neutral
1,-11.38913,0.0,39.12109966966103,0,0.3278288728892772,0.3281335683147838,0.025030486257561414,0.303103080010275,0,0,0,0,1,1134,neutral
2,-12.87799,0.0,38.74268623431403,0,0.32328455641696996,0.32367251909824535,0.020572794992808903,0.30309972207399405,0,0,0,0,0,1135,neutral
3,-14.69717,0.0,38.376679060678214,0,0.31896658635962827,0.31945664462716133,0.01636024425226737,0.3030963983591137,0,0,0,0,0,1136,neutral
4,-16.60545,0.0,38.02281368821292,0,0.31497168515240753,0.3155652396046553,0.012472128774168806,0.3030931088305262,0,0,0,0,0,1137,neutral
5,-18.10329,0.0,37.68083680677803,0,0.3113965752304663,0.31206269724472513,0.008972841798026814,0.30308985346271655,0,0,0,0,0,1138,neutral
6,-18.60997,0.0,37.35050611232675,0,0.30833790523392396,0.30899710114275203,0.0059104669373848725,0.3030866322375233,0,0,0,0,0,1139,neutral
7,-17.53609,0.0,37.03159016444822,0,0.30585613270934237,0.30639950922492154,0.003316062131254783,0.3030834451421209,0,0,0,0,0,1140,neutral
8,-14.48793,0.0,36.7238682474554,0,0.3039172702387978,0.3042839363945178,0.0012036422921798905,0.3030802921672506,0,0,0,0,0,1141,neutral
9,-9.454254,0.0,36.42713023656466,0,0.3024721172968045,0.30264800680765214,-0.00042916841653376945,0.30307717330571854,0,0,0,0,0,1142,neutral
10,-2.759048,0.0,36.141176470588235,0,0.30147147335787616,0.3014742123748985,-0.001599878077955111,0.30307408855116835,0,0,0,0,0,1143,neutral
11,5.014786,0.0,35.86581763245303,0,0.3008661378965271,0.3007316849749174,-0.002339354806950951,0.3030710378971282,0,0,0,0,0,1144,neutral
12,13.20198,0.0,35.600874638771984,0,0.30060691038727155,0.3003783689808588,-0.0026896542230946527,0.30306802133632194,0,0,0,0,0,1145,neutral
13,21.21461,0.0,35.346178539622926,0,0.30064459030462354,0.3003634693833448,-0.0027015713272417015,0.303065038860228,0,0,0,0,0,1146,neutral
14,28.65262,0.0,35.10157042963536,0,0.30092997712309705,0.30063004872237253,-0.0024320435694091093,0.3030620904588611,0,0,0,0,0,1147,neutral
15,35.38376,0.0,34.86690137144658,0,0.3014138703172065,0.30111765171832067,-0.0019415262177451078,0.303059176120749,0,0,0,0,0,1148,neutral
16,41.41364,0.0,34.64203233256351,0,0.3020470693614658,0.3017648478538801,-0.0012914497767379882,0.30305629583307153,0,0,0,0,0,1149,neutral
17,46.90115,0.0,34.426834136656566,0,0.3027803737303891,0.30251159708121217,-0.0005418542803244707,0.30305344958192754,0,0,0,0,0,1150,neutral
18,52.12955,0.0,34.22118743031493,0,0.3035645828984907,0.3033013604982453,0.00025072138404637627,0.3030506373526953,0,0,0,0,0,1151,neutral
19,57.3895,5.476269409479594,34.024982666309285,0,0.3043504963402846,0.30408289496596963,0.0010350340922891704,0.3030478591304509,0,0,0,0,0,1152,neutral
20,62.90562,11.502795945316581,33.83812010443864,0,0.30508891353028483,0.3048116875297888,0.001766570904588783,0.3030451149004141,0,0,0,0,0,1153,neutral
21,68.72493,17.834081393961295,33.660509831081406,0,0.30573063394300565,0.3054510019925278,0.002408595637965206,0.30304240464839033,0,0,0,0,0,1154,neutral
22,74.70824,24.386099235514912,33.49207179862891,0,0.3062264698797167,0.30597252622833687,0.002932796179764032,0.3030397283611852,0,0,0,0,0,1155,neutral
23,80.6331,31.042400029169155,33.332735886051424,0,0.3065423045230513,0.3063566250299114,0.003319537334511313,0.3030370860269688,0,0,0,0,0,1156,neutral
24,86.37624,37.742356794081665,33.182441981934005,0,0.30668820933046176,0.30659221934902786,0.003557740064150896,0.30303447763557445,0,0,0,0,0,1157,neutral
25,91.96985,44.54152242233481,33.04114009142242,0,0.306682312555938,0.30667632806442935,0.0036444232557088702,0.3030319031787199,0,0,0,0,0,1158,neutral
26,97.65775,51.61393872909692,32.908790468639204,0,0.3065427424534704,0.30661332169378663,0.0035839574331168965,0.3030293626501449,0,0,0,0,0,1159,neutral
27,103.779,59.1936234541309,32.785363776268035,0,0.3062876272770491,0.3064139474019721,0.003387089765434886,0.30302685604566276,0,0,0,0,0,1160,neutral
28,110.5919,67.48151186952761,32.67084127416281,0,0.3059350952806645,0.30609419026757034,0.003069805333393538,0.30302438336312815,0,0,0,0,0,1161,neutral
29,118.216,76.55970876352863,32.56521503901709,0,0.3055032747183067,0.30567403679429805,0.002652090640923682,0.3030219446023276,0,0,0,0,0,1162,neutral
30,126.4778,86.34940734694486,32.46848821733343,0,0.3050102938439658,0.3051762035506973,0.0021566622550283606,0.30301953976480095,0,0,0,0,0,1163,neutral
