timestamp,value,norm_ts
1619376094.63027,87.2687,0.0
1619376095.33342,85.32937,0.7031500339508057
1619376096.02096,87.2687,1.3906900882720947
1619376096.72411,85.32937,2.0938398838043213
1619376097.42727,85.32937,2.796999931335449
1619376098.1148,87.2687,3.484529972076416
1619376098.80233,87.26867,4.172060012817383
1619376099.48987,87.2687,4.859600067138672
1619376100.16177,89.29817,5.5315001010894775
1619376101.00556,71.10782,6.3752899169921875
1619376107.44336,95.99557,12.813090085983276
1619376108.14652,85.32937,13.516249895095825
1619376121.30338,95.99553,26.673110008239746
1619376122.02216,83.47441,27.391890048980713
1619376122.78782,78.36371,28.15755009651184
1619376123.5066,83.47439,28.87632989883423
1619376124.27226,78.36374,29.641989946365356
1619376124.99105,83.47439,30.360780000686646
1619376125.75671,78.36371,31.126440048217773
1619376126.49112,81.69836,31.8608500957489
1619376127.19427,85.32937,32.56399989128113
1619376133.67895,83.47439,39.04868006706238
1619376140.00737,89.29817,45.37709999084473
1619376140.72615,83.47441,46.09588003158569
1619376141.42931,85.32937,46.79904007911682
1619376142.13247,85.32937,47.50219988822937
1619376142.85125,83.47441,48.22097992897034
1619376143.58566,81.69833,48.955389976501465
1619376144.30444,83.47439,49.67417001724243
1619376145.02322,83.47441,50.3929500579834
1619376145.74201,83.47439,51.11174011230469
1619376146.46079,83.47441,51.830519914627075
1619376147.1952,81.69833,52.5649299621582
1619376147.92961,81.69833,53.29934000968933
1619376148.63277,85.3294,54.00250005722046
1619376149.35155,83.47439,54.721280097961426
1619376150.05471,85.32937,55.424439907073975
1619376150.75787,85.3294,56.1275999546051
1619376151.46102,85.32937,56.83074998855591
1619376152.14855,87.2687,57.518280029296875
1619376152.86734,83.47439,58.237070083618164
1619376153.5705,85.3294,58.94022989273071
1619376154.28928,83.47439,59.65900993347168
1619376155.00806,83.47439,60.37778997421265
1619376155.67997,89.2982,61.049700021743774
1619376156.55501,68.56825,61.92474007606506
1619376159.85204,87.26867,65.22177004814148
1619376160.53957,87.2687,65.90930008888245
1619376161.2271,87.26867,66.59682989120483
1619376161.91463,87.2687,67.2843599319458
1619376162.61779,85.32937,67.98751997947693
1619376163.33657,83.47439,68.7063000202179
1619376164.05536,83.47441,69.42509007453918
1619376164.78977,81.69833,70.15949988365173
1619376165.46167,89.2982,70.83139991760254
1619376166.19608,81.69833,71.56580996513367
1619376166.91486,83.47439,72.28459000587463
1619376167.63365,83.47441,73.00338006019592
1619376168.32118,87.26867,73.69091010093689
1619376169.03996,83.47441,74.40968990325928
1619376169.72749,87.26867,75.09721994400024
1619376170.44628,83.47439,75.81600999832153
1619376171.13381,87.2687,76.5035400390625
1619376171.85259,83.47439,77.22232007980347
1619376172.587,81.69836,77.95672988891602
1619376173.35266,78.36371,78.72238993644714
1619376174.11832,78.36371,79.48804998397827
1619376174.83711,83.47439,80.20684003829956
1619376175.60277,78.36374,80.97250008583069
1619376176.33717,81.69833,81.70689988136292
1619376177.08721,79.99628,82.4569399356842
1619376177.80599,83.47441,83.17571997642517
1619376178.52478,83.47439,83.89451003074646
1619376179.25919,81.69836,84.62892007827759
1619376179.97797,83.47439,85.34769988059998
1619376180.69675,83.47439,86.06647992134094
1619376181.41553,83.47441,86.78525996208191
1619376182.13432,83.47439,87.5040500164032
1619376182.8531,83.47439,88.22283005714417
1619376183.58751,81.69836,88.9572401046753
1619376184.30629,83.47439,89.67601990699768
1619376185.02508,83.47439,90.39480996131897
1619376185.74386,83.47441,91.11359000205994
1619376192.35354,81.69833,97.72326993942261
1619376193.07232,83.47439,98.44204998016357
1619376193.77548,85.3294,99.1452100276947
1619376200.86956,83.47441,106.23928999900818
1619376201.58834,83.47439,106.95807003974915
1619376202.2915,85.32937,107.66123008728027
1619376203.04154,79.99632,108.41126990318298
1619376203.9322,67.3653,109.30192995071411
1619376212.05758,85.32937,117.4273099899292
1619376212.76074,85.3294,118.13047003746033
1619376213.49515,81.69833,118.86488008499146
