,index,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks,EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime,Index,Label,Condition,id
0,0.0,29.41583,1.728519119556065,69.42554937096963,0,0.12664770101930084,0.12662821856413117,0.12556370297973576,0.001065009936829034,0,0,0,0,0,0,0,341,2,znechuceni,1
1,0.015873015873015872,27.59341,0.0,69.33271476948187,0,0.1265312644211211,0.126521150358475,0.12556821001823248,0.0009534311560856926,0,0,0,0,0,0,0,342,2,znechuceni,1
2,0.031746031746031744,25.88998,0.0,69.2327792490707,0,0.1263894609877556,0.1263875135486318,0.1255726922436908,0.0008153085476895631,0,0,0,0,0,0,0,343,2,znechuceni,1
3,0.047619047619047616,24.48639,0.0,69.12602049016996,0,0.126226181237746,0.12623062444717778,0.1255771496937018,0.0006539583864578575,0,0,0,0,0,0,0,344,2,znechuceni,1
4,0.06349206349206349,23.58894,0.0,69.01271744093026,0,0.12604531568963417,0.12605428924725107,0.1255815824063229,0.00047318682730308065,0,0,0,0,0,0,0,345,2,znechuceni,1
5,0.07936507936507936,23.31042,0.0,68.89314981844589,0,0.1258507548619617,0.1258626701608003,0.1255859904199853,0.000277156043574257,0,0,0,0,0,0,0,346,2,znechuceni,1
6,0.09523809523809523,23.63052,0.0,68.76759763087064,0,0.1256463892732704,0.12566014507714215,0.12559037377339027,7.02438857179803e-05,0,0,0,0,0,0,0,347,2,znechuceni,1
7,0.1111111111111111,24.38527,0.0,68.63634072122002,0,0.12543610944210198,0.12545116708678153,0.12559473250539654,-0.0001430965947885614,0,0,0,0,0,0,0,348,2,znechuceni,1
8,0.12698412698412698,25.334,0.0,68.49965833350936,0,0.12522380588699814,0.12524012976743557,0.12559906665490153,-0.00035847185929496327,0,0,0,0,0,1,0,349,2,znechuceni,1
9,0.14285714285714285,26.20183,0.0,68.35782870173246,0,0.12501336912650066,0.12503124347855452,0.12560337626071869,-0.0005716715873338889,0,0,0,0,0,0,0,350,2,znechuceni,1
10,0.15873015873015872,26.81221,0.0,68.21112866204888,0,0.12480868967915121,0.12482842711879077,0.12560766136145365,-0.0007787769190284431,0,0,0,0,0,0,0,351,2,znechuceni,1
11,0.1746031746031746,27.07367,0.0,68.0598332884176,0,0.12461365806349158,0.12463521890348382,0.12561192199538163,-0.000976249677484496,0,0,0,0,0,0,0,352,2,znechuceni,1
12,0.19047619047619047,27.00854,0.0,67.90421555179226,0,0.1244321647980635,0.12445470872908951,0.12561615820032818,-0.0011610000042421185,0,0,0,0,0,0,0,353,2,znechuceni,1
13,0.20634920634920634,26.66975,0.0,67.74454600287895,0,0.12426810040140863,0.12428949360859712,0.12562037001355547,-0.0013304309237447787,0,0,0,0,0,0,0,354,2,znechuceni,1
14,0.2222222222222222,26.13977,0.0,67.58109247835037,0,0.12412490695858167,0.1241416564898437,0.1256245574716558,-0.0014824595249186045,0,0,0,0,0,0,0,355,2,znechuceni,1
15,0.23809523809523808,25.49387,0.0,67.41411983031314,0,0.12400313564849769,0.1240127675342937,0.12562872061045363,-0.0016155156822948347,0,0,0,0,0,0,0,356,2,znechuceni,1
16,0.25396825396825395,24.7599,0.0,67.24388967873476,0,0.12390219082741008,0.12390390570479896,0.12563285946491806,-0.0017285204681621496,0,0,0,0,0,0,0,357,2,znechuceni,1
17,0.2698412698412698,23.93338,0.0,67.07066018645588,0,0.12382147396380196,0.1238156973962274,0.12563697406908575,-0.0018208475218609225,0,0,0,0,0,0,0,358,2,znechuceni,1
18,0.2857142857142857,22.99545,0.0,66.89468585634086,0,0.12376038652615655,0.12374836797012237,0.12564106445599546,-0.001892271515058509,0,0,0,0,0,0,0,359,2,znechuceni,1
19,0.30158730158730157,21.92522,0.0,66.71621735005499,0,0.12371832998295693,0.12370180153071364,0.12564513065763455,-0.0019429083756846658,0,0,0,0,0,0,0,360,2,znechuceni,1
20,0.31746031746031744,20.71919,0.0,66.5355013279004,0,0.12369470580268632,0.12367560415987323,0.12564917270489762,-0.0019731520529342765,0,0,0,0,0,0,0,361,2,znechuceni,1
21,0.3333333333333333,19.38618,0.0,66.35278030909397,0,0.1236889154538278,0.12366916610794004,0.12565319062755667,-0.001983612326413231,1,0,0,0,0,0,0,362,2,znechuceni,1
22,0.3492063492063492,17.92854,0.0,66.16829255182907,0,0.1237003604048646,0.12368171906087128,0.12565718445424373,-0.001975057538969131,0,0,0,0,0,0,0,363,2,znechuceni,1
23,0.36507936507936506,16.30527,0.0,65.98227195242956,0,0.12372844212427979,0.12371238548468189,0.12566115421244428,-0.0019483652522456973,0,0,0,0,0,0,0,364,2,znechuceni,1
24,0.38095238095238093,14.43527,0.0,65.79494796287668,0,0.12377256208055659,0.12376021808244468,0.1256650999285022,-0.0019044827896873514,0,0,0,0,0,0,0,365,2,znechuceni,1
25,0.3968253968253968,12.21022,0.0,65.60654552596873,0,0.12383212174217813,0.12382422848138837,0.12566902162763482,-0.0018443985494563245,0,0,0,0,0,0,0,366,2,znechuceni,1
26,0.4126984126984127,9.589935,0.0,65.41728502735911,0,0.12390652257762758,0.12390340529926357,0.12567291933395822,-0.0017691239380919024,0,0,0,0,0,0,0,367,2,znechuceni,1
27,0.42857142857142855,6.661255,0.0,65.22738226370856,0,0.12399516605538807,0.12399672263595923,0.1256767930705218,-0.0016796848789285177,0,0,0,0,0,0,0,368,2,znechuceni,1
