,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_ApEn,HRV_SampEn,type,Condition
0,,,,0.12155450700093781,0.04341019018865748,,,0.7368516359669016,-2.1073924995085163,341.7737868602622,849.9696601941747,236.13858345515442,343.4566009757065,0.27782001465935713,0.40210116062517376,796.875,115.828125,0.1453529411764706,171.875,75.72815533980582,89.32038834951457,1500.0,3.9615384615384617,242.86049159320424,231.01232640931326,1.0512880215876366,176255.1827355482,0.9512141101824957,5.953112006123706,878.9687380264927,0.6213592233009708,0.63,0.8571428571428571,0.24,50.401606425702816,50.587208060894575,50.38861360074958,50.0,0.4995082168763575,0.5004917831236425,171.64630937744056,171.81521800107646,0.4714216439881807,0.5285783560118192,158.61341389989474,167.95380282703863,0.4861669383498536,0.5138330616501462,165.25838948730464,169.89548113593426,0.7011432821292649,1.3689026184080209,stimul,znechuceni
0,,,,,,,,,,770.4461302280214,925.78125,421.0785305691208,921.2568549043929,0.45483588112107565,0.8322118537484113,875.0,440.14687499999997,0.5030249999999999,597.65625,75.0,75.0,890.625,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base,znechuceni
