,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks,EDA_Raw,EDA_Clean,EDA_Phasic,EDA_Tonic,SCR_Onsets,SCR_Peaks,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,Index,Condition
0,23.83328,10.125869279033301,73.34415336373839,0,0.12800138220956842,0.1279775552517073,-0.03121281780311879,0.15919037305237146,0,0,0,0,0,396,zmatek
1,22.9509,8.673834685740257,73.04083394799923,0,0.12775888439467284,0.12776071139406592,-0.031437212561323126,0.15919792395290167,0,0,0,0,0,397,zmatek
2,21.40231,6.694460385158409,72.72198536644125,0,0.12763856103295707,0.12766926475785528,-0.031536220798678474,0.15920548555401343,0,0,0,0,0,398,zmatek
3,19.20557,4.185751186688875,72.38891716719903,0,0.127646383297508,0.1277058894613191,-0.03150716864985213,0.15921305810861783,0,0,0,0,0,399,zmatek
4,16.57117,1.239726237860452,72.04291997504606,0,0.12778832236141247,0.12787183679119174,-0.03134880506274775,0.15922064185135285,0,0,0,0,0,400,zmatek
5,13.73312,0.0,71.68526137939129,0,0.12807034939775747,0.12816677872598334,-0.031061458275237392,0.15922823699860064,0,0,0,0,0,401,zmatek
6,10.78229,0.0,71.31718231500729,0,0.12849573642523066,0.12858870062295033,-0.030647143128282785,0.15923584374857938,0,0,0,0,0,402,zmatek
7,7.652252,0.0,70.93989392521719,0,0.1290561319581078,0.12913385340578704,-0.030109608878410084,0.15924346228150954,0,0,0,0,0,403,zmatek
8,4.193909,0.0,70.55457489266654,0,0.12974005632250712,0.12979677120421487,-0.02945432155835996,0.15925109275985327,0,0,0,0,0,404,zmatek
9,0.2844849,0.0,70.16236921897618,0,0.13053602980130055,0.13057035542468243,-0.028688379906698345,0.159258735328625,0,0,0,0,0,405,zmatek
10,-4.055481,0.0,69.76438443148635,0,0.13143257267735967,0.1314460213132402,-0.02782036880531974,0.15926639011576982,0,0,0,0,0,406,zmatek
11,-8.677399,0.0,69.36169019291708,0,0.1324182052335565,0.13241389877857296,-0.02686015845685738,0.15927405723260565,0,0,0,0,0,407,zmatek
12,-13.3259,0.0,68.95531728803954,0,0.1334814477527628,0.13346307595528242,-0.025818660821901443,0.15928173677432447,0,0,0,0,0,408,zmatek
13,-17.60217,0.0,68.54625696031547,0,0.1346108205178503,0.13458187186570278,-0.024707556957738023,0.15928942882054656,0,0,0,0,0,409,zmatek
14,-21.2373,0.0,68.13546057086114,0,0.13579484381169096,0.13575812356749342,-0.023539009871357718,0.15929713343592186,0,0,0,0,0,410,zmatek
15,-24.20416,0.0,67.72383955196115,0,0.13702203791715645,0.1369794732285148,-0.022325377445221277,0.15930485067077155,0,0,0,0,0,411,zmatek
16,-26.75369,0.0,67.31226562763638,0,0.13828092311711868,0.1382336414744625,-0.021078939090300505,0.15931258056176303,0,0,0,0,0,412,zmatek
17,-29.35855,0.0,66.9015712743947,0,0.1395600196944494,0.1395086749279946,-0.019811648207651834,0.15932032313261094,0,0,0,0,0,413,zmatek
18,-32.49738,0.0,66.49255039620739,0,0.14084784793202051,0.14079315794429825,-0.018534920453570285,0.1593280783947973,0,0,0,0,0,414,zmatek
19,-36.50729,0.0,66.0859591889004,0,0.14213292811270378,0.14207638102741751,-0.017259465323993806,0.1593358463483042,0,0,0,0,0,415,zmatek
20,-41.42062,0.0,65.68251717048025,0,0.1434037805193709,0.14334846119778935,-0.015995165787705625,0.15934362698235185,0,0,0,0,0,416,zmatek
21,-46.80084,0.0,65.28290835537966,0,0.14464892543489388,0.14460041260375997,-0.014751007675555504,0.1593514202761362,0,0,0,0,0,417,zmatek
22,-51.29327,0.0,64.88778255217281,0,0.14585805336297566,0.14582416884427524,-0.0135350573585008,0.1593592261995605,0,0,0,0,0,418,zmatek
23,-53.34982,0.0,64.49775676593204,0,0.1470265561213384,0.14701256166274249,-0.012354483054464741,0.1593670447139553,0,0,0,0,0,419,zmatek
24,-51.73495,0.0,64.11341668805298,0,0.1481515592450653,0.1481592636720329,-0.011215612104037891,0.15937487577278234,0,0,0,0,0,420,zmatek
25,-46.01337,0.0,63.73531825803179,0,0.1492301886736508,0.14925870529403906,-0.010124014031604234,0.15938271932231815,0,0,0,0,0,421,zmatek
26,-36.73376,0.0,63.36398928331968,0,0.15025957034658938,0.15030597784074445,-0.009084597464931255,0.15939057530231365,0,0,0,0,0,422,zmatek
27,-25.15494,0.0,62.99993110498602,0,0.15123683020337533,0.15129673538421942,-0.008101708265806355,0.15939844364662664,0,0,0,0,0,423,zmatek
28,-12.90378,0.0,62.64362029848052,0,0.1521590941835033,0.15222710763937844,-0.007179216647881856,0.1594063242838239,0,0,0,0,0,424,zmatek
29,-1.452942,0.0,62.2955104002867,0,0.15302348822646758,0.15309363453469416,-0.006320582606530407,0.15941421713775075,0,0,0,0,0,425,zmatek
30,8.243988,0.0,61.95603365269717,0,0.1538271382717626,0.15389323061406765,-0.00552889151750942,0.15942212212806572,0,0,0,0,0,426,zmatek
31,16.79565,0.0,61.62560276031154,0,0.15456717025888292,0.1546231841323068,-0.0048068550419803745,0.15943003917073806,0,0,0,0,0,427,zmatek
32,25.14255,0.739739726073939,61.304612653158706,0,0.15524071012732288,0.1552811919753016,-0.004156776206792211,0.15943796817850675,0,0,0,0,0,428,zmatek
33,33.87766,9.459523658843008,60.993442252578554,0,0.1558448838165769,0.15586542768933384,-0.003580481375590332,0.15944590906129902,0,0,0,0,0,429,zmatek
34,42.80429,17.838717105594284,60.69245623716415,0,0.15637681726613947,0.15637463629006387,-0.003079225440206747,0.15945386172660722,0,0,0,0,0,430,zmatek
