,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_ApEn,HRV_SampEn,type,Condition
0,,,,0.08131161643950956,0.019344031324520526,,,0.8078197125126124,-2.5094663890004627,244.2985223097295,917.5531914893617,188.0568646378511,246.9691448174201,0.20495472783719426,0.26624998373466174,875.0,69.496875,0.07942500000000001,101.5625,46.808510638297875,70.2127659574468,1031.25,3.9166666666666665,174.63355704424023,203.6412579640955,0.8575548923147505,111723.19422934928,1.1661061104797097,5.7551134538932756,949.8692610308265,0.7021276595744681,0.7,0.9285714285714286,0.5454545454545454,48.785871964679906,49.43786577266223,48.3873478017335,47.5,0.4417074255224544,0.5582925744775454,116.07691340826085,130.4996740630242,0.418838582688119,0.5811614173118811,131.79201917241028,155.243761960532,0.428530883846355,0.571469116153645,124.18330432052822,143.40639901729259,0.45232122347604253,0.819898886199089,stimul,pozitivni
0,,,,,,,,,,277.16947282604315,1031.25,357.21725415588014,72.16878364870323,0.3463924888784292,0.26877039789192064,1000.0,370.65,0.37065,437.5,75.0,75.0,812.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base,pozitivni
