,PPG_Rate,EDA_Tonic,EDA_Phasic,Condition,Gender
3,-6.446155257192558,0.02324777038642889,-0.00705216769047297,neutral,muz
4,-0.19249266679057087,0.0278502005800364,-0.0070953030141093386,strach,muz
5,0.45121616171758205,0.03769773736894183,-0.008901902151794233,neutral,muz
6,-0.053564281159623306,0.04572647270416985,-0.010250223250751402,strach,muz
1,74.9282058912593,0.24612513063908,-0.004502629512393197,neutral,zena
2,11.429489836567072,-0.011113002860035692,0.008858856108993177,strach,zena
3,-9.298042662201482,-0.019188349753805928,0.007512545232539154,neutral,zena
4,-8.228584844249568,-0.019796616628411756,0.0040265170305619925,strach,zena
5,-29.12111469564686,-0.01684006846289765,0.007456114238909045,neutral,zena
6,-1.3342204025311588,-0.01941141411666178,0.006576722656816759,strach,zena
1,71.36937908252433,0.1349019138430751,0.0038191192061850406,neutral,zena
2,-24.062211259595017,0.006915101242945809,-0.007044819382381335,strach,zena
3,-9.518794699259132,0.007237201669605203,-0.0075301652543416486,neutral,zena
4,-12.561606053597515,0.0027939615357815417,-0.00531651947161151,strach,zena
5,-12.354473448819363,0.0019340571168221243,0.004242167092191579,neutral,zena
6,0.8605858947172038,0.0017849024558259374,3.010248117863573e-05,strach,zena
1,78.23050058207211,0.16146037506561742,0.007887207506913116,neutral,zena
2,-27.0319223903942,0.012452851098860684,0.011015393589285612,strach,zena
3,-12.966477378592984,0.007017875973936161,0.0027135660685160216,neutral,zena
4,5.386441047412632,0.007689823704523119,-0.0016590904285506969,strach,zena
5,-9.994263784878143,0.006177431730206184,-3.6884911352386834e-05,neutral,zena
6,-26.924048495357546,0.002332658070902466,-0.0013106141363377144,strach,zena
1,57.88565637360867,0.11449465244810965,0.0010364503417205871,neutral,zena
2,-9.384729353335523,0.0002104667175644448,-0.0008706141752013111,strach,zena
3,-6.990422121805672,0.0017632186075401818,-0.0002687753172164602,neutral,zena
4,-6.075274065450365,0.002634168750608873,-0.0021726876633176833,strach,zena
5,-1.6315575585357962,0.0034862798142273055,-0.0011507731527064127,neutral,zena
6,4.564915754975225,0.003582279477147024,-0.0007340578995849072,strach,zena
1,68.3847192017863,2.4395355751010155,0.05728908881365398,neutral,muz
2,-23.973209414898847,0.06145181539598754,-0.014800915685545889,strach,muz
3,10.276543262171472,0.055176766754484685,-0.14147392882605173,neutral,muz
4,-13.949154545624474,0.20255232606815543,-0.08031414013372713,strach,muz
5,-29.452406308585573,0.28465540283143165,-0.09129932375170054,neutral,muz
6,-26.510218950707227,0.3800773306574108,-0.1761373025798562,strach,muz
1,67.59078134071464,0.11700724490678556,0.0029384128739303075,neutral,muz
2,-30.324144013106306,0.004565270817072087,-0.005494890539443514,strach,muz
3,-23.00009576016472,0.007717358216798531,-0.004222195527955346,neutral,muz
4,-4.852705805766675,0.008810299591214918,-0.0021592900653863117,strach,muz
5,-27.367822243050874,0.006876009731980368,-0.003460860490700245,neutral,muz
6,-8.05988092675765,0.0047307850677214686,-0.0015300070502918652,strach,muz
1,65.681619019381,0.404437582117614,-0.011521409857726178,neutral,zena
2,-19.28796815474074,-0.07229067224275865,0.03350845468802069,zmatek,zena
3,-31.621528461239585,-0.1014171362795725,0.012638205613353859,neutral,zena
4,-27.99940763378539,-0.10198406988333797,0.029971558196914067,zmatek,zena
5,24.684438448080186,-0.09589754246706345,0.017829945193749225,neutral,zena
6,24.88276041018257,-0.08296871972471687,0.03146120759697919,zmatek,zena
1,72.54750807638891,0.9896403472200135,-0.009548125172663301,neutral,muz
2,22.961068391016795,-0.025200427678866433,0.021894470491305336,zmatek,muz
3,-16.007644141516096,-0.07124829435841928,0.0022330128796044756,neutral,muz
4,-5.343075322124051,-0.08494870223718731,0.0023758465883353007,zmatek,muz
5,-28.531644134486072,-0.12934490492282946,0.007868726428078933,neutral,muz
6,12.835093514334076,-0.14625072892587054,0.0063253712956661285,zmatek,muz
1,69.17138445702521,0.4696543005637009,-0.0030599441132587494,neutral,muz
