timestamp,value,norm_ts
1618159948.76127,16.93114,4.812390089035034
1618159948.77689,13.56749,4.828010082244873
1618159948.79252,10.95601,4.843640089035034
1618159948.80815,9.371552,4.859270095825195
1618159948.82377,8.791618,4.874890089035034
1618159948.8394,8.910133,4.890520095825195
1618159948.85502,9.287743,4.906140089035034
1618159948.87065,9.475063,4.921770095825195
1618159948.88627,9.172382,4.937390089035034
1618159948.9019,8.243813,4.953020095825195
1618159948.91753,6.745377,4.9686501026153564
1618159948.93315,4.802135,4.984270095825195
1618159948.94878,2.577915,4.9999001026153564
1618159948.9644,0.2123184,5.015520095825195
1618159948.98003,-2.245762,5.0311501026153564
1618159948.99565,-4.819683,5.046770095825195
1618159949.01128,-7.666893,5.0624001026153564
1618159949.02691,-10.92919,5.078030109405518
1618159949.04253,-14.76778,5.0936501026153564
1618159949.05816,-19.26057,5.109280109405518
1618159949.07378,-24.39258,5.1249001026153564
1618159949.08941,-29.96043,5.140530109405518
1618159949.10503,-35.50334,5.1561501026153564
1618159949.12066,-40.34184,5.171780109405518
1618159949.13629,-43.63581,5.187410116195679
1618159949.15191,-44.5758,5.203030109405518
1618159949.16754,-42.56181,5.218660116195679
1618159949.18316,-37.46292,5.234280109405518
1618159949.19879,-29.73619,5.249910116195679
1618159949.21441,-20.35336,5.265530109405518
1618159949.23004,-10.58955,5.281160116195679
1618159949.24567,-1.706305,5.29679012298584
1618159949.26129,5.354939,5.312410116195679
1618159949.27692,10.14076,5.32804012298584
1618159949.29254,12.65889,5.343660116195679
1618159949.30817,13.25688,5.35929012298584
1618159949.32379,12.40265,5.374910116195679
1618159949.33942,10.52814,5.39054012298584
1618159949.35505,7.983095,5.406170129776001
1618159949.37067,5.072426,5.42179012298584
1618159949.3863,2.103979,5.437420129776001
1618159949.40192,-0.5326691,5.45304012298584
1618159949.41755,-2.437327,5.468670129776001
1618159949.43317,-3.321876,5.48429012298584
1618159949.4488,-3.157314,5.499920129776001
1618159949.46443,-2.189741,5.515550136566162
1618159949.48005,-0.8775778,5.531170129776001
1618159949.49568,0.3038244,5.546800136566162
1618159949.5113,0.9799356,5.562420129776001
1618159949.52693,1.021981,5.578050136566162
1618159949.54255,0.4997244,5.593670129776001
1618159949.55818,-0.3700428,5.609300136566162
1618159949.57381,-1.39975,5.624930143356323
1618159949.58943,-2.534743,5.640550136566162
1618159949.60506,-3.843978,5.656180143356323
1618159949.62068,-5.489901,5.671800136566162
1618159949.63631,-7.626283,5.687430143356323
1618159949.65193,-10.32379,5.703050136566162
1618159949.66756,-13.53481,5.718680143356323
1618159949.68319,-17.12718,5.734310150146484
1618159949.69881,-20.9011,5.749930143356323
1618159949.71444,-24.59112,5.765560150146484
1618159949.73006,-27.83866,5.781180143356323
1618159949.74569,-30.10894,5.796810150146484
1618159949.76132,-30.74204,5.8124401569366455
1618159949.77694,-29.10506,5.828060150146484
1618159949.79257,-24.81279,5.8436901569366455
1618159949.80819,-17.95106,5.859310150146484
1618159949.82382,-9.151305,5.8749401569366455
1618159949.83944,0.5605879,5.890560150146484
1618159949.85507,10.00331,5.9061901569366455
1618159949.8707,18.18465,5.9218199253082275
1618159949.88632,24.48879,5.9374401569366455
1618159949.90195,28.71715,5.9530699253082275
1618159949.91757,31.01552,5.9686901569366455
1618159949.9332,31.75098,5.9843199253082275
1618159949.94882,31.27318,5.9999401569366455
1618159949.96445,29.86119,6.0155699253082275
1618159949.98008,27.70828,6.031199932098389
1618159949.9957,24.97002,6.0468199253082275
1618159950.01133,21.82065,6.062449932098389
1618159950.02695,18.60483,6.0780699253082275
1618159950.04258,15.72267,6.093699932098389
1618159950.0582,13.59237,6.1093199253082275
1618159950.07383,12.51038,6.124949932098389
1618159950.08946,12.44496,6.14057993888855
1618159950.10508,13.06715,6.156199932098389
1618159950.12071,13.84185,6.17182993888855
1618159950.13633,14.25564,6.187449932098389
1618159950.15196,13.98625,6.20307993888855
1618159950.16758,13.02199,6.218699932098389
1618159950.18321,11.55369,6.23432993888855
1618159950.19884,9.80957,6.249959945678711
1618159950.21446,7.980141,6.26557993888855
1618159950.23009,6.057468,6.281209945678711
1618159950.24571,3.953695,6.29682993888855
1618159950.26134,1.533355,6.312459945678711
1618159950.27696,-1.32842,6.32807993888855
1618159950.29259,-4.722589,6.343709945678711
1618159950.30822,-8.741285,6.359339952468872
1618159950.32384,-13.40438,6.374959945678711
1618159950.33947,-18.54304,6.390589952468872
1618159950.35509,-23.67496,6.406209945678711
1618159950.37072,-27.97218,6.421839952468872
1618159950.38634,-30.32809,6.437459945678711
1618159950.40197,-29.71325,6.453089952468872
1618159950.4176,-25.58812,6.468719959259033
1618159950.43322,-18.16915,6.484339952468872
1618159950.44885,-8.475704,6.499969959259033
1618159950.46447,1.923827,6.515589952468872
1618159950.4801,11.38903,6.531219959259033
1618159950.49572,18.67941,6.546839952468872
1618159950.51135,23.20872,6.562469959259033
1618159950.52698,25.11036,6.578099966049194
1618159950.5426,24.95489,6.593719959259033
1618159950.55823,23.45467,6.609349966049194
1618159950.57385,21.17089,6.624969959259033
1618159950.58948,18.43806,6.640599966049194
1618159950.6051,15.38685,6.656219959259033
1618159950.62073,12.09883,6.671849966049194
1618159950.63636,8.739693,6.6874799728393555
1618159950.65198,5.569729,6.703099966049194
1618159950.66761,2.916939,6.7187299728393555
1618159950.68323,1.052536,6.734349966049194
1618159950.69886,0.1017685,6.7499799728393555
1618159950.71448,-0.002187729,6.765599966049194
1618159950.73011,0.5368137,6.7812299728393555
1618159950.74574,1.439083,6.796859979629517
