,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_ApEn,HRV_SampEn,type,Condition
0,,,,0.19083851837525542,0.02675715898872448,,,0.877032672188764,-1.6563276620656082,316.0020120736819,680.3435114503817,232.89806718382073,317.14726122869143,0.3423242277821096,0.4644742056847386,625.0,92.6625,0.14826,140.625,66.41221374045801,80.91603053435115,1328.125,3.9696969696969697,224.25697904954913,230.1071115936618,0.9745764809110149,162116.00061336666,1.0260867357123369,5.916795991159189,944.4394199973395,0.7633587786259542,0.7583333333333333,0.9340659340659341,0.4090909090909091,48.129032258064505,49.05121074991754,47.11955058662981,49.166666666666664,0.4579854058527043,0.5420145941472956,151.80199899614234,165.1418560104892,0.47722582173122463,0.5227741782687754,158.96152049210468,166.37463090512358,0.4678509613988382,0.5321490386011619,155.42299041066386,165.7593895008745,0.768242839433301,1.0964594353070087,stimul,nuda
0,,,,,,,,,,285.77095559643567,756.25,209.51487864827166,300.9587544415347,0.27704446763407825,0.37787894954900586,640.625,69.496875,0.1084829268292683,250.0,60.0,80.0,484.375,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base,nuda
